review,address
"MAY CONTAIN SPOILERS.Great movie, not without its problems, for example Captain Marvel should have been completely wrote out of this movie, she is a character written purely to appease the SJW types who dont even watch these movies, I dread to think what would have happened if she was in it anymore, her whole character takes away the merits the other characters have earned. If they wanted badass woman in this movie then they already have them.Secondly, time travel. While it was fun watching the various characters visit their pasts and revisiting past movies from different perspectives time travel is something that has been done 1000's of times and is not really an original concept, the vast amount of plot holes it leaves are just not worth it. Finally some characters are sidelined for the movies who really shouldn't be I'll let you decide for yourself who you think deserved more time.Overall this is a good movie, if it were up to me I would have done it differently really its only introducing an overpowered character ( Captain Marvel ) and time travel that really let it down, it basically nullifies the past losses and achievements of the movies and its characters as anything they have done can be so easily rectified.I give this movie a 7/10 I am not being too harsh I think this is just right for the movie, I will be 100% watching it again when it comes out of blu-ray.",136 Abbott Street Benowa VIC 3125
"A very fun and fitting conclusion to a wildly successful saga. Its biggest problem is that it relies heavily on time travel, and while they try to explain it, they constantly break their own rules. Banner explained that when you change the past, it becomes your new present and future. And by returning the stones to their original universe, you cauterise that timeline. So why didn't Captain America staying in the past seriously affect the present? And how did he end up on that bench when you need to be stood on that platform to get back? Why did nobody bat an eyelid when Nebula didn't return when Natasha didn't? And Doctor Strange's 1 in 14,000,000 ""plan"" relied on the chance that a rat would release Lang 5 years in the future, and countless other unpredictable variables that they had no control over...To put it bluntly, the writing makes almost no sense. However, it succeeded in completing many character arcs, kept it interesting and creative the whole time and the dialogue exceeded the average Marvel movie. It was also accompanied by some nice direction, whether it was snappy editing for comedy, attractive cinematography for the more emotional scenes or to show the scale of the battlefield, in addition to having impressive production, sound design and visual effects.",42 Abernethy Street Burleigh Heads VIC 5169
"I cannot genuinely give Endgame anything less than a 7/10 rating. The film was good, but it most certainly wasn't better than Infinity War. It's pretty much the Return of the Jedi of the saga. The final battle was entertaining, seeing all the characters brought back was the best, and watching Thanos turn to dust was cool. However, a lot of people are disappointed with what they did to Thor's character; they mindlessly nerfed him. Overweight Thor in the beginning was ok. He wanted to live a normal life, and he felt guilty for failing to defeat Thanos.However, they kept him that way all throughout the entire movie. It was disgraceful. His character digressed with very little payoffs, if any. It wouldn't take long for the God of Thunder to get in shape. He's not an average joe. It's like they purposely kept him that way because they wanted to show the full power and capabilities of Captain America. Thor wanting his revenge on Thanos after failing in Infinity War would have worked, too.As for Captain Marvel, she was barely even in the movie, which is a good thing because fans despise the actress, and yet, she made one of the greatest undeserved impacts on helping to defeat Thanos, while destroying the ship all by herself. Not to mention, the Hulk didn't fight Thanos at all in this film. There are some choices made by the writers that some people don't agree with. If not Thor snapping Thanos away, he should have worked together with Marvel and the Hulk to hold him off, so Tony could later do it.Needless to say, time travel can be so convoluted because no rules are established here.﻿ Wouldn't Nebula killing her other self alter the future? Like what was stated by War Machine, they easily could have gone further back in time to kill Thanos as a baby. However, we wouldn't have had a great film had they chose to do that. There were so many different timelines explored in this movie. If you sit down and think long and hard about it, anyone can pick Act II apart. Furthermore,﻿ they didn't show much of Bucky with Captain America either. The real hero in this film was the mouse for accidentally bringing Ant-Man back. This scene would have been so much more believable had it shown a few homeless people messing around with the equipment. A mouse, really? Iron Man's sacrifice was duly noted along with Black Widow's. The Marvel movies had a fantastic run. For another positive, I liked Iron Man's short interaction with Spiderman. Next, when Capt. America grabbed the mjolnir and fought Thanos. Plus, the writers worked more to give Hawkeye a more in-depth character by showing his family. These were great, memorable scenes. All in all, it's still worth buying on BluRay.",32 Adinda Street Avalon VIC 3165
"TL;DR: Avengers: Endgame is a massive extravaganza film with a lot of enjoyable moments, but without soul, purpose, artistic vision, philosophy or literary value. It's just a big teaser/commercial for upcoming ""products"" by the Disney;Marvel brand.Final verdict: I'm done with the MCU.The Good: -Moments, plenty of memorable moments, plenty of funny moments. It almost feels like the script had the sole challenge of gluing as many cool moments together while marginally providing a way out of the dead end they wrote themselves into with Infinity War's ending.-RDJ delivers a solid performance, without which I think this movie would be unwatchable.-As per usual, visual effects are great, especially with characters that rely heavily on motion capture, and the de-aging tech is becoming scarily good.-In spite of my harsh criticism of this movie's direction (that is still to come), I still think the Russos deserve praise for taking on the monumental task of handling a comic cross-over event.The Bad:-Writing: Bad writing: bad storytelling, bad character arcs, SJW crap breaking the immersion every few minutes, bad dialogue, lazy jokes and a time-traveling plot that doesn't make any sense. And mother of God, plot convenience is the one true hero of this movie. Scott Lang is saved from being trapped in the Quantum realm by plot convenience mouse, Stark figures out time travel by plot convenience AI, Thanos finds out about the avengers' plan by plot convenience cross-time Nebula, and many many other examples.As for SJW crap, Thor and Hulk has been neutered, and Captain Marvel were shoved in this movie without any vision or purpose.-Direction:The direction was weak; The five year gap in the beginning screws up the pacing and is in my opinion a symbol of the triumph of corporate vision over artistic vision. Since there is no discernible effect of the this 5 year gap on the plot, or even most of the story threads. I can only guess this 5 year gap is a corporate device to house spin-off shows and things of this sort. Something we'll just have to wait and see.The pacing of the movie is terrible all throughout. But specifically, the impact of the heist part is totally undercut by the ""past Nebula revealing the plan to Thanos"" crap, this crap was there only to produce the mandatory final showdown, which wasn't very inspired but had some ""cool"" moments, the plot ends about 15 minutes before the end of the movie which is always a problem.In Infinity War, the directors did a good job of juggling the many characters, but in Endgame, not at all. A good example would be that the only thing BP did in this movie was be on screen for a few seconds and say: ""Yibambe""! Add to that the clear SJW motif of neutering Hulk and Thor, and you get a 3 hour movie that neither develops, nor even build upon the development from past movies, of most key characters.",82 Achernar Close Manly Vale NSW 4610
"A little bit of a let down after everything leading up to it. I would have given it a much higher score regardless, if Marvel hadn't put their political agenda's in the film. -They have a scene where they throw in a gay character with absolutely no benefit to the movie, then never seen again. -Then there was Brie Larson at it again. Thank goodness they gave her barely any screen time. Unfortunately that was too much screen time. Every comment she made was condescending, arrogant, and annoying. Terrible Character. Marvel should have definitely used this movie as a way to kill her off from the series. -Then this obsession with empowering all the female characters. In fact they have this one horrible scene where Captain Marvel is trying to get the gauntlet through Thanos' army and only all the female character line up together to protect the gauntlet and back her up. I could totally imagine a ""Girl Power"" banner in the background. I did a face palm in the theater.-Going along with empowering females, they also make the male characters useless. Hulk is worse in this movie then he was Infinity War, except now they also screwed up Thor. Besides Iron Man, Thor was the only other person who deserved to win this. He sacrificed the most, he lost the most, he suffered the most, yet here they make him a fat, alcoholic, useless, and unmotivated character full of insecurities. He didn't get any redemption nor satisfaction, in fact he gave away what he already had (such as the visions and coming in to save the day in Infinity Wars).-The rest of the male characters where all very submissive and weak around the females while the women acted strong and NEVER once showed any weakness.-They ruin this movie with PC cultural and Feminism once again (not sure why they haven't learned from the Captain Marvel flop). I am no longer going to be seeing Marvel movies in the theaters, they are becoming corrupted by this liberal junk. I go to watch movies to enjoy myself. Not to get political correctness and feminism rammed in my face.",543 Adamson Crescent Keysborough VIC 870
"Predictable and boring. Just another superhero movie, nothing like Infinity War which felt like a great action movie, with brilliant plot twists. Bad jokes and three hours of Marvel trying to make every superhero look good and have a good ending.",15 Abercorn Crescent Emu Plains QLD 2800
"Typical time travel plot holes only really effect the ending to a small degree, but the rest of the movie is mostly just fan-service instead of actual plot development.  Many other plot holes ranging from the tiny and momentary, such as Captain Marvel talking in space without comms (no atmosphere, no sound) just like these writers did with Thor in the previous movie, to claiming that the infinity gauntlet cannot do certain things which is oxymoronic, is just more of the same rushed writing we saw from the Russo's in Infinity War.  I particularly liked how nonchalantly the Iron Man glove becomes an infinity gauntlet, because nanites are as good as the magical forge that is driven by a Neutron Star.  But hey, CGI!  Even Rocket's quips were bland and unfunny.  The performances are great, the sound and cinemtatics are great, but the illogical plot points just make this a watch once and forget movie instead of the amazing climax to an era.  This drags down the enjoyment considerably.Without spoiling anything since we know the heros win (Spiderman: Far From Home)- The largest plot hole is what happens to all the people that moved on with their lives?  That ending cannot possibly be considered a good solution.  What about children that had no parents for all that time?  Now add in all the degredation to the world that the Russo's clearly show.  Then factor in that many of these people do not have homes, or bank accounts, or jobs.  The end result is slightly better than the start of the movie, but not by much.  Now the returned have to try to reinegrate... somehow.  But hey, CGI!",79 Abercorn Crescent Mill Park  4560
"Endgame – delivers!  And that is an amazing feat. With more than 50 (!!!) Hollywood stars in one movie and a playing time in the region of 3 hours. This is not your standard superhero flick, no Endgame is more about loss, love, relations, family and just appreciating what you have.I absolutely loved all the funny references to other Marvel movies, and the jokes regarding time travel are hilarious. There are countless references and my favorite is the Coen reference to Thors new appearance.A worthy finale to a journey more than 10 years in the making.Must see if you like Marvel.",103 Abernethy Street Tallebudgera Valley NSW 2536
"A mediocre ending to a nice start, too many politically correct themes forced inside the filming ruined also the pace of the action.",26 Acraman Place Ferryden Park  3556
"This movie was a huge disappointment. A mix of plot holes, inconsistencies, paradoxes and logic defying rules of time travel.",68 Abrahams Crescent Hermit Park NSW 2119
Time travel is the laziest style of writing. It is like the ridiculous force healing in Rise of Skywalker. A decent movie but not worth the hype.,27 Adcock Place Cessnock East SA 2198
"""Avengers: Endgame"" is probably one of Marvel's best movies yet. It starts out with Tony Stark (Iron Man) and Nebula stranded in space. He sends out a distress call, and Captain Marvel (Who, I admit, is too overpowered) saves them both. They soon return to Earth, where the remaining Avengers, are there. They later find out that Thanos is using the infinity stones to destroy the tones themselves. After a little talking, Thor, who is angry since half of the universe is dead because he didn't go for the head, has enough of Thanos' voice and abruptly chops off his head. 5 years later, all the Avengers are split up and depressed. Suddenly, though, Ant Man gets released from the quantum realm by accident. He gets excited and tells the Avengers that they can do time travel since the quantum realm is a dimension that can slow or speed up time. He eventually gets all  the Avengers to get the Avengers to come except one. Thor. They travel to New Asgard and find that his home is invaded by a fat, drunk man, who is Thor himself. They eventually convince him to join them by saying ""there's wine on the ship."" Anyways, they fired up the time portal, and off they went. They all succeeded in getting all the stones back, except for Nebula's team. She get's spotted by the 2012 Thanos, Gamora, and Nebula herself from the past. Thanos finds out his future and launches an attack on the Avengers, who have all 6 infinity stones. Eventually, the Avengers snap before Thanos comes. It takes a while, but eventually, Thanos comes. Gamora has small talk with Nebula from the future, and Nebula tells everthing that has happened between 2012 through present day. She stops the Nebula from 2012, who has a desire to impress Thanos, and shoot her. Thanos brings an army of soldiers and ships, who have many more monsters inside, but then all the Avengers that have been snapped away by Thanos in INFINITY WAR come back from the Quantum Realm. They have an epic fight, and the makeshift infinity Gauntlet falls from the hand of Thanos. it becomes like a football game after Peter Parker picks it up and plays keep away. The movie comes to a climatic end when Tony Stark gets the gauntlet and snaps away thanos and his army, which kills him. Then, after Tony's funeral, Captain America puts the stones away. When comes back, he is very old, since while in the quantum realm, he met the love of his life.Overall, this was a really good movie with a lot of juicy details and battles, using the topic of time travel, and having the same old general humor that the Marvel characters have.",90 Abercorn Crescent Corindi VIC 2500
"The second best superhero movie I've see, after infinity war. Takes a while to get going, lots of false finishes and trips to the past, but overall a very fine send off for iron man and captain america. Three hours long, but the time flew by. Marvel are knocking it out of the park at the moment, I can't think of a better way to find escapism at the movies.",55 Abbott Street Bulimba VIC 3305
"Usually the phrase came full circle is used way to often without meaning but in the sense of Avengers: Endgame Marvel did just that, wrapping up 10 years of storytelling and movies all really well.What I really enjoyed about this movie is that it really took its time with the plot, Sometimes it took too long to get going especially with a 3 hour run time but it was never boring and you just kept getting intrigued with the story elements. When the movie starts it’s right off Infinity War and did really well to establish the consequences of the last movie and to let the characters experience the fallout of Infinity War.As I said the movie really took its time with it plot sometimes it just felt a little too dragged on as it left the directors wanted to over-establish some plot points instead of just keeping it simple but I wouldn’t say it’s a major issue it’s just that in a 3 hour runtime you don’t need to over complicate the plot. However though the story was really fantastic, if I haven’t said it before the Russo Brothers are geniuses they managed to wrap up 10 years worth of storytelling in one movie brilliantly from the First IronMan movie till now.Speaking of characters, obliviously there were a lot characters like Infinity War but Endgame was really about the conclusion of the original six Avengers from IronMan, Black Widow, Captain America, Hulk, Hawkeye and Thor. Each one had an arc and came to satisfying conclusions by the end of the movie. The really surprising performance came from Jeremy Renner as Hawkeye or Ronin who we didn’t see on Infinity War and had a really nice story that involved him and his family and the events of Infinity War and how it impacted him. Robert Downey Jr gave the best performance as usual .In all honesty no one gave a bad performance in this movie they all did really well so that’s another plus.Thanos played by Josh Brolin who had a very big role in Infinity War and was a fantastic villain and was one of the best if not the best thing about Infinity War played a small role in Endgame, I mean he was still Thanos he was badass, menacing and obviously had some memorable lines. He wasn’t in the movie all that much except for in the beginning and largely shows up at the end of the movie for the final showdown and that was kinda disappointing, but with the story the Russos went for you could understand why he wasn’t in it that much but still it was kind of disappointing. Thanos was still a great villain in Endgame all that being said and you could fell The after effects he imposed after Infinity War. Without saying too much Thor and Hulk were the twist characters in this movie I mean they did some surprising stuff with them at first I was like Marvel what did you do but in the case of Hulk it turned out all right but Thor...lets just say I didn’t like what they did to him or his arc(if that’s what you wanna call it) was disappointing.The humor was good for the most part of course this is a Marvel movie so forced humor played a factor(sorry if you keep seeing this in all my Marvel review but it is what it is) especially in the case of Thor I mean Endgame didn’t ruin the character of Thor but it’s like they were trying to ruin him if that makes sense. There wasn’t really a lot of action in the first and second half of the movie maybe one action scene in the second act to keep things fast paced, in fact there were like 2 or 3 action scenes in the whole movie(I’ll talk about the final battle just hold on). I mean that was really surprising that a superhero movie managed to keep me intrigued for that much with so little action so again hats off to the Russo’s for a compelling and interesting story. Now let’s talk about the final battle, yes it was Epic I usually don’t describe anything as Epic but the final battle of Endgame was truly a spectacle and I’m glad I got to see it. It was filled with tense moments, awesome comic book action, drama and truly some wonderful surprises, it had it all that I think the final battle was the best action set piece in all of Superhero movie history just truly phenomenal action.The tone of this movie was lighter than I expected after the events of Infinity War I mean it’s not a bad thing, when the movie got dark and serious you felt it. Endgame was part adventure so I guess you’d expect some lighter tones in some aspect. The third act was really the best part of the whole movie and I mean the whole last act, there were some nail biting moments, epic action and wonderful storytelling and heart breaking scenes.So Avengers: Endgame was a really great movie, had awesome characters, an intriguing story, it was fun, had funny humor, fantastic action, really heartbreaking moments and a satisfying conclusion.Sure there were a few things a didn’t like for instance some baffling character decisions or some dragged on scenes but for the most part all I have to say in a nutshell I Thank You Marvel.",5 Abercrombie Circuit Surrey Hills QLD 2226
"very bad movies , **** logic , fade story line waste of money and time ,waste of money and time ,",82 Abercorn Crescent Windaroo QLD 7000
"These kind of movies are among the few movies that I can be bothered to go to an actual theater to watch nowadays. For most movies I just wait until they come out on disk (preferably Ultra HD Blu-ray if it’s available) and watch them on my home theater rig. So this weekend me and the kids went to the theater to watch Avengers: Endgame.I have to say that it was better, even much better, than I feared. I really feared that the SJW retards at Marvel would take this opportunity to completely re-organize the Marvel universe to their liking. Like how they completely ruined both professor Xavier and Wolverine in that abysmal Logan movie. Luckily, this did not really happen. Maybe the financial reality of their failing SJW comics and Disney doing a bit of culling of the most extreme of the Marvel retards, the ones who fail to understand that super hero movies are meant to entertain and not be their personal agenda channel, are starting to take effect.It was actually a quite good movie with plenty of action, some humor and, of course, lots and lots of special effects. Even the story made somewhat sense, at least in the context of a Marvel movie, even though the writers resorted to time travel.The movie starts of somewhat dark and grim but I guess that was to be suspected. It cheered up as it moved along and then ending … well to me at least it was mostly satisfactory.I was not too thrilled about the “new” Hulk although I warmed up to him a bit during the film. Thor? The less that is said about him the better actually. The rest of the merry bunch was in pretty good shape and I am quite happy that we did not get to see to much of Quill’s usual shenanigans. I really hate that character.I was quite positively surprised at the huge and quite cool battle towards the end. I was thinking, or rather hoping,  that at some time they were just going to reverse Thanos’ crap and that would be it but instead we get to watch another huge confrontation with pretty much everyone involved at the end. Very cool action and FX indeed.There were some silly plot holes of course. As always when writers resort to time travel. An obvious one would of course be that, when they knew they only had enough Pym particles to complete one trip for each person why did they just not go back in time to get more the first thing they did? Especially since they later did exactly that. Also, Captain Marvel (in her new SJW hairdo) flies through a barrage of fire, smashes through Thanos’ ship like it was nothing and then struggles to combat Thanos himself? There were a bit of this silliness spread around but not too much for me to be bothered by it.There were a few casualties of which I am saddened by two of them. I think at least one of them was unnecessary and probably agenda based. I also strongly disliked the rubbish with Captain America at the end. He has never been one of my favorite characters so I do not really care much about him being around or not but that rubbish sob-scene where he hands over his shield to a “politically correct” person was really unnecessary. I guess it must have been put there to appease the Marvel SJW retards.Anyway, my bottom line is that I was greatly entertained by this movie. It had all the good stuff, real super heroes, action, special effects and not too much of the crap that has been spewing out of Marvel the last years.",93 Adair St Auburn VIC 6084
"Thought this movie was good but a little bit more boring than its predecessor. Some of the ideas were a little wonky and convoluted. The acting was good though, especially from Chris Hemsworth and Robert Downey Jr. The movie made me cry quite a bit as it was truly the end of an era. Iron Man’s death was brutal, and Tom Holland’s acting during that point made me actually cry. The action and comedy were as good as any Marvel movie. It was a fine ending to a 21 movie long era and the result, while not perfect, checked most of the boxes and was satisfying.",4 Abrahams Crescent Crows Nest VIC 4109
"So... here’s my opinion about Marvels Endgame, and some of you might find it VERY unpopular to say this....I stopped watching marvel movies because of Endgame.I’ve had enough of the MCU. I stopped watching after Ironman and black widow died, Thor retired to go play fortnite (that is not a joke, that is real), and Captain America, the only level headed Avenger left, went back to the past to live out his life with the woman he loves... AND NOT TELL ANYONE WHAT HAPPENS IN THE FUTURE FOR THE NEXT 50 YEARS! Seriously, why didn’t he say anything to Shield all that time, this whole time we’re suppose to believe that their were 2, and at some point 3, Captain America’s that all existed at the same point in time, and he knew what was going to happen years before it actually happened. He could’ve prevented much of the death and disasters that occurred as a result of the events in previous movies, but also better prepared the Avengers by telling them about Thanos years before he got the stones. You would think he would do something like this, but you’d be wrong...There is so much history with these characters... whereas with Falcon, Valkyrie, and... Captain Marvel, they feel kind of like they're known as the side kicks of these superheroes, and therefore don’t hold as much weight as the big 3 imo. Which is a big deal to me because they’re being set up to be the new big 3 in the coming next generation and... Marvel has given me zero reason to care for these characters. I don’t expect them to ever carry as much weight as the OG’s, but they could’ve at least devoted a little more time and character development on these characters and making them as likable as possible.So are they just going to ignore the events of Civil War? Because they did not even mention it at all throughout endgame. It would’ve been at least nice if Tony Stark and kept in America acknowledge that the Civil War happened. Nope, Tony Stark just gives captain his shield back and they just move on with their lives. About Black Widows death:Her death was the same as Gamora’s death. She cracked her skull on pavement a died instantly. And her body was never recovered so they can’t give her a proper burial. I hardly call that a fitting end to a beloved character. You ever wonder why the Russo’s put Hawkeye and Black Widow together? What if they didn’t have a close friendship? Then what? Then they couldn’t get the crystal. And that’s what bothers me about that part, it felt forced in a way. After all the plot devices that held us in disbelief, that brought characters back, why does this have to be the exception? It just feels like bad writing to me.Gamora dying is going to be such a strange thing the Guardians will HAVE to bring up in their new movies, because the Russo's have essentially reset Gamora's character, and if they don't acknowledge that, then what a huge waste of a life that is.I can’t.... it gets me infuriated just talking about it. I am so jaded and numb about the way the original avengers departed, I just don't care about the MCU anymore... And it sucks. I was sorely disappointed by Endgame and it soured my appreciation for ALL of the other MCU movies that preceded it... What a horrible way to end.This movie is a mixed bag, it's got great visuals and some nice eye candy from VFX. It's not really enjoyable to anyone who hasn't watched the other marvel movies. And the story decisions are pretty baffling.",7 A'beckett Street Mitcham  7190
"“I know I said no more surprises, but... I was really hoping to pull off one last one.”After the shocking cliffhanger at the end of ‘Infinity War’, the question that ran through our head’s was “hmm...what just happened?”. Heroes disintegrating out of existence before our very eyes with the last remaining soak up the reality of their failure, and the antagonist finally at peace knowing the monstrous deed is done.‘Avengers: Endgame’ perfectly wraps up 22 movies in a grand and spectacular scale. For a movie that’s three hours long, not once did I feel the length as everything flew by (in my opinion). There's so much going on. The fact this movie even exist and payed off as well as it did, it’s nothing short of a miracle. The Russo Brothers always do a fantastic job directing action and camera work, but little do people mention how they get the best performance out of everyone and really flesh out each character, and I mean every character. I think Black Widow is best handled whenever the Russo’s are involved, in terms of making her dynamic and characterization rather than hard as nails “girl power” trope - that no other director haven’t got the hint yet. I’m also thrilled Hawkeye gets his time to shine, which helps Jeremy Renner work with material to deliver an emotional performance that was pretty hard hitting at times.Same thing with Paul Rudd as Scott Lang/Ant-man. It’s incredibly transparent that the Russo Brothers really like this character and doesn't dumb him down to make other characters look good and isn’t just a buffoon. They understand his intelligent and used Scott’s comedic backbone to his advantage. He basically saves the world (besides the rat).Heck, every character gets a great arc, and yes even Thor, which I don’t understand why people argue that he doesn’t. While still having a comedic charm from ‘Thor: Ragnarok’, but when the scene calls for him to be serious, then expect chaos. He really is the strongest and most tragic Avenger. The other main characters also get fantastic and satisfying arcs.Also the acting from everyone was absolutely stellar. Robert Downey Jr. is magnificent as usual, although here it hits home. Chris Evans really grew into the role of Captain America and I can't imagine any other actor playing the part than him. Karen Gillan is often overlooked playing Nebula, as I always thought she nails every role she plays. Despite the heavy make-up, she still can express so much. What's more to say about these actors than best casting ever.The mad titan himself makes a return, but doesn’t have much screen time than “Infinity War” and...well, let’s just say the character goes into an unexpected direction, to say the last. Still a poetic and intimidating villain that can brawl with the avengers with or without the gauntlet. Josh Brolin once again delivers an excellent performance. Thanos is this generation’s Darth Vader.The action sequences are light years more monumental than ‘Infinity War’. If I have to be honest, I shed a tear at the one point towards the final battle. Although the movie isn’t action heavy throughout, but I was never bored during the more slow paced moments.The score from Alan Silvestri﻿ is perhaps the best and most memorable score in the MCU. A mixture of sadness and loss with a booming blast of epic. Perfectly pays tribute to the original six heroes.Now people have complained about the movie having too much fan service, which I personally didn’t mind and couldn’t see the faults, because then again, this entire cinematic universe belongs to them, the fans. The reason why we have 22 movies, 48 hours and 11 minutes worth of movies and this movie pulling in a monster $2 billion worldwide only in 11 days beating ‘Avatar’ that did so in 47 days! While not a stand alone movie, although considering it’s a follow up to the events of “Infinity War”, it would be tricky to do so.For problems: The story had issues throughout and the entire time travel subplot made no sense whatsoever when given a second thought, but then again, how can you make sense of time travel.I didn’t find Captain Marvel solo movie to be all that interesting - both the movie and her as a character, but was hoping the Russo Brothers would resolve that issue and make the character less wooden. Unfortunately even the Russo’s couldn’t save her. Luckily her screen time is incredibly slim, but they literally pulled a Poochie type of excuse when she was absent for a huge amount of the movie’s run time with a “I must go now. My planet needs me”, from ‘The Simpsons’. I must admit, when she did return, I groaned.Overall rating: Despite the problems, ‘Endgame’ still delivers a sweeping epic that leaves the audience feeling whiplash with emotions. Happiness, sadness, joy and excitement. An experience I’ll remember forever.",5 Adamson Crescent Deagon VIC 2263
Overrated and overlong. It needs to be trimmed to 2 hours and it would be much better. Action is good even if there's not enough,227 Abercrombie Circuit Watsonia NSW 3034
I have seen endgame last night and I was blown away by the stupidity of the plot and dialogues. I am not a die hard fan of the franchise but 2:30h of sentimental whining and grieving + 30 minutes of proper action just doesn't work for me.,12 Abrahams Crescent Devonport SA 3128
"After the cullmunation of 21 films and 11 years we are finally here. Avengers Endgame is a Fantastic and Amazing film. Yeah... It's not perfect, but no movie really is.    As a movie i'd give it a 9.9/10    Enjoyment level: 3000/10 Baby",2 Adinda Street Brookfield VIC 3040
"Clown fiesta.The movie broke its own fundamental rules,a rush end to a very successful series of movies.Plot holes cause of bad and lazy scenario.In every Marvel movie so far,you could feel the love for the universe.In Endgame all you feel is a ""let's fill 3 hours and get over with this **** already.Let's just take their money"".If Stan Lee was alive he would be sad.Avengers Endgame should be renamed into Ticket Heist.I wish I could give a - grade,0 is honestly too much",3 Abercorn Crescent Mount Buller  2519
"This one's great. Its the character moments that do it for me. They seem to tie things together well and even unmake a plot hole or two from previous movies (bad news, they're still plot holes in those movies!)Characters acted true to their character, although there was not enough Hulk, Thor was a bit disappointing and Catpan Sparklefingers was as sour and holier than thou as I assume she was in her own movie.",8 Acraman Place Alawa VIC 4113
"That's such an amazing movie, with a deserved outcome! Came to fruition as a film that came to leave the legacy of the original Avengers - who have sacrificed themselves for the common good, in their own way. Gave me goosebumps to the beggining till the end. I love Marvel Studios and love so much this cast and these heroes for life!",12 Adinda Street Abbotsford VIC 3083
"One of the most artless movies I have ever experienced. Movie audiences are becoming more and more (numb, tolerant, enured) to mindless Hollywood spectacles like this, and unfortunately now so are the critics. If this is a standard for movie making, heaven help the movie industry. I can't help but compare it to Game of Thrones (last season not withstanding), and it fails miserably across all standards of comparison. I had absolutely no empathy for any of the characters, except maybe a bit for the bad guy (what was his name.. Thanos?) who seemed weary and forlorn. If you are 15 years old and liked this movie you can be excused for your taste. Otherwise, I think you are probably settling for some really lowbrow Hollywood bird-doodle.",25 A'beckett Street Cashmere QLD 5214
Writing left much to be desired. They really milked the nostalgia. Predictable plot,22 Adcock Place Ringwood North NSW 3226
Expected ending....mixed storyline without proper starting and ending character stories...and what the hell captain marvel did ,79 Acraman Place Yandoit VIC 3219
"While this movie brought me to tears a few times, it was ruined with just a few shots for me at least. Just take the shot where all the women save spiderman. Why? How? When? Where? That was so horrible, it deserved at least two points down for the movie. Another two points down for that Captain Marvel saves everyone moment. Like, really? I still think they should have focused on Scarlet Witch.Those were the points that made the movie average for an MCU movie. However, to be fair, the ending was great. The way they dealt with Ironman and Captain America probably couldn't have been done better. The story line was also great in general.Having said that, I should note that by moving to this political correctness agenda or whatever they want to call it, it is definitely the last MCU movie I will watch in the Cinema.",79 Adinda Street Mount Riverview VIC 4814
I'd rather have bamboo shoots stuck underneath my fingernails than sit through that movie again.,22 Abercorn Crescent Wilmot  3174
"This was probably one of, if not the best, marvel movie I have ever seen. It was both exciting and hilarious, but also emotionally invested in its characters. So in other words, a fitting and well-made conclusion.",14 Abercorn Crescent Yungaburra NSW 
"You sit there waiting for it to start well after the movie begins, shaking your head in disbelief as this unbelievably thin, abominably bad bloated bore ticks on and on!  The same creatives have delivered the same padded plodding overlong junk one entry after another.Once upon a time, superhero movies were made by adults for wide general audiences.  Now they're made by childish nerds for the dumb illiterate global masses who eat up whatever **** Hollywood shovels out!  Marvel, once dramatically clever and incredibly inventive, now puts out uneven unfunny goofy geek comedies.It used to be serious actors balked at comic book fare.  Now they can't take it seriously enough.  The annoying cast in this ridiculous over-the-top series never question the utter lack of narrative talent of its writers, directors and producers, but instead dutifully drone on yucking it up on talk shows and all the way to the bank.  Where's the oversight?!  Disney/Marvel and the rest don't care or know how to make good movies anymore.  They're bean counters on an auto pilot conveyor belt.  There's no restraint whatsoever regarding plausibility.  As absurd as the original grouping of superheroes is (but fun and true to the source, not invalid), they go and pile on every Marvel property including large groupings not even part of The Avengers into a smorgasbord of so many freaking characters slapped together in an endless stupid stream of one liners as excuse for story the result is incoherent plotting (despite its infantile simplicity) and really no emotional investment in any of the characters at all.However big the inflation/population driven box office, this is some very underwhelming STUPID ****",79 Abernethy Street Prospect TAS 7006
It's fantastic movie against all marvel movies. Characters show's their best performance in this one. Keep it up marvel studio...,40 Abbott Street Warriewood VIC 2022
The fight scene in the end was so good it definitely redeemed the past scenes that were a bit slow paced but the overall story is something that will remain remembered forever,2 Ackland Place Toowoomba WA 4036
"A satisfying end to the infinity war saga but the way they did it was also a cheap cop out. Time travel is a cheap way to beat an enemy, albeit the way they handled time travel is refreshing . Marvel could have looked to the comics for inspiration and even extend the thanos/infinity stone saga even more so.This movie is 100% fan service as they close the book on the future of the original avengers bar Hulk.",45 Abbott Street North Ward QLD 2615
"Coming as one of the biggest conclusion in the cinematic history, Avengers: Endgame lives up of its name as the most satisfying, story-wrapping epic of it's own kind.",22 Ackland Place Lowood NSW 2756
It's the best movie i ever seen in my life. Wow!!! Congrats to th Russo's. I hope it's not the last one.,25 Abrahams Crescent Lalor VIC 2100
"You've seen it, you know its perfect. Best Marvel movie to date and an amazing conclusion to the Infinity saga.",50 Adamson Crescent Thornlie VIC 4221
